17:24:47 INFO  application.Application - Start browser CHROME
17:24:48 INFO  application.Application - Navigate to: https://contacts-app.tobbymarshall815.vercel.app/about
17:24:48 INFO  projectTests.TestBase - Start method: removeAllContacts
17:24:48 INFO  projectTests.TestBase - Test Start with Data -->[]
17:24:48 INFO  projectTests.TestBase - ==================================================================
17:24:48 INFO  application.MyListener - Start find element by: By.xpath: //a[.='LOGIN'].
17:24:48 INFO  application.MyListener - The element was By.xpath: //a[.='LOGIN']found by.
17:24:48 INFO  application.MyListener - Start find element by: By.xpath: //a[.='LOGIN'].
17:24:48 INFO  application.MyListener - The element was By.xpath: //a[.='LOGIN']found by.
17:24:48 INFO  application.MyListener - Start find element by: By.xpath: //input[1].
17:24:48 INFO  application.MyListener - The element was By.xpath: //input[1]found by.
17:24:48 INFO  application.MyListener - Start find element by: By.xpath: //input[2].
17:24:48 INFO  application.MyListener - The element was By.xpath: //input[2]found by.
17:24:49 INFO  application.HelperBase - Login data:
Email: sam@gmail.com
Password: Sam1234$
17:24:49 INFO  application.MyListener - Start find element by: By.xpath: //button[.=' Login'].
17:24:49 INFO  application.MyListener - The element was By.xpath: //button[.=' Login']found by.
17:24:50 INFO  application.MyListener - Start find element by: By.cssSelector: .contact-item_card__2SOIM.
17:24:50 INFO  application.MyListener - The element was By.cssSelector: .contact-item_card__2SOIMfound by.
17:24:50 INFO  application.MyListener - Start find element by: By.cssSelector: .contact-item_card__2SOIM.
17:24:50 INFO  application.MyListener - The element was By.cssSelector: .contact-item_card__2SOIMfound by.
17:24:50 INFO  application.MyListener - Start find element by: By.cssSelector: .contact-item_card__2SOIM.
17:24:50 INFO  application.MyListener - The element was By.cssSelector: .contact-item_card__2SOIMfound by.
17:24:50 INFO  application.MyListener - Start find element by: By.cssSelector: .contact-item_card__2SOIM.
17:24:50 INFO  application.MyListener - The element was By.cssSelector: .contact-item_card__2SOIMfound by.
17:24:50 INFO  application.MyListener - Start find element by: By.xpath: //button[.='Remove'].
17:24:50 INFO  application.MyListener - The element was By.xpath: //button[.='Remove']found by.
17:24:51 INFO  application.MyListener - Start find element by: By.cssSelector: .contact-item_card__2SOIM.
17:24:51 INFO  application.MyListener - The element was By.cssSelector: .contact-item_card__2SOIMfound by.
17:24:51 INFO  application.MyListener - Start find element by: By.cssSelector: .contact-item_card__2SOIM.
17:24:51 INFO  application.MyListener - The element was By.cssSelector: .contact-item_card__2SOIMfound by.
17:24:51 INFO  application.MyListener - Start find element by: By.cssSelector: .contact-item_card__2SOIM.
17:24:51 INFO  application.MyListener - The element was By.cssSelector: .contact-item_card__2SOIMfound by.
17:24:51 INFO  application.MyListener - Start find element by: By.xpath: //button[.='Remove'].
17:24:51 INFO  application.MyListener - The element was By.xpath: //button[.='Remove']found by.
17:24:52 INFO  application.MyListener - Start find element by: By.cssSelector: .contact-item_card__2SOIM.
17:25:02 INFO  application.MyListener - The element was By.cssSelector: .contact-item_card__2SOIMfound by.
17:25:02 INFO  projectTests.TestBase - End of method: removeAllContacts
17:25:02 INFO  projectTests.TestBase - Start method: removeOneContact
17:25:02 INFO  projectTests.TestBase - Test Start with Data -->[]
17:25:02 INFO  projectTests.TestBase - ==================================================================
17:25:02 INFO  application.MyListener - Start find element by: By.xpath: //a[.='LOGIN'].
17:25:12 INFO  application.MyListener - The element was By.xpath: //a[.='LOGIN']found by.
17:25:12 INFO  application.MyListener - Start find element by: By.cssSelector: .contact-item_card__2SOIM.
17:25:22 INFO  application.MyListener - The element was By.cssSelector: .contact-item_card__2SOIMfound by.
17:25:22 INFO  projectTests.TestBase - End of method: removeOneContact
